"id","name","party","state","vote.100000190","vote.100000191","vote.100000198","vote.100000199","vote.100000200","vote.100000201","vote.100000202","vote.100000203","vote.100000204","vote.100000205","vote.100000206","vote.100000207","vote.100000208","vote.100000209","vote.100000210","vote.100000211","vote.100000212","vote.100000213","vote.100000214","vote.100000215","vote.100000216","vote.100000217","vote.100000218","vote.100000219","vote.100000220","vote.100000221","vote.100000222","vote.100000223","vote.100000224","vote.100000225","vote.100000226","vote.100000227","vote.100000228","vote.100000229","vote.100000230","vote.100000231","vote.100000232","vote.100000233","vote.100000234","vote.100000235","vote.100000236","vote.100000237","vote.100000238","vote.100000239","vote.100000240","vote.100000241","vote.100000242","vote.100000243","vote.100000244","vote.100000245","vote.100000246","vote.100000247","vote.100000248","vote.100000249","vote.100000250","vote.100000251","vote.100000252","vote.100000253","vote.100000254","vote.100000255","vote.100000256","vote.100000257","vote.100000258","vote.100000259","vote.100000260","vote.100000261","vote.100000262","vote.100000263","vote.100000264","vote.100000265","vote.100000266","vote.100000267","vote.100000268","vote.100000269","vote.100000270","vote.100000271","vote.100000272","vote.100000707","vote.100000753","vote.100000754","vote.100000755","vote.100000756","vote.100000757","vote.100000758","vote.100000759","vote.100000760","vote.100000761","vote.141","vote.161","vote.181","vote.184","vote.203","vote.205","vote.225","vote.285","vote.385","vote.405","vote.425","vote.446","vote.465","vote.546","vote.586"
442,"ANTONIO UENO","PFL","PR",2,NA,2,2,2,2,2,2,2,1,2,2,NA,NA,NA,2,1,2,2,2,NA,2,2,2,2,1,NA,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,NA,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,4,4,1,4,4,4,4,4,4,4
223,"ARACELY DE PAULA","PFL","MG",2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,NA,1,NA,2,1,1,2,2,1,1,1,2,2,NA,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,4,1,2,4,1,2,1,1,4
110,"ARI MAGALHAES","PPB","PI",2,2,2,2,2,2,2,2,2,1,2,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,2,NA,2,1,2,NA,2,1,1,2,2,2,2,4,1,2,4,4,4,1,2,4,4,4,2,4
551,"ARIOSTO HOLANDA","PSDB","CE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,1,1,1,NA,2,NA,NA,1,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,4,4,4,1,1,2,1,1,2,1,4,5
336,"ARLINDO CHINAGLIA","PT","SP",2,1,1,NA,1,1,NA,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,NA,1,1,2,2,1,2,1,2,2,2,1,2,NA,NA,2,1,2,2,1,2,2,NA,2,2,2,2,2,2,NA,1,2,1,2,1,NA,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,NA,1,2,2,NA,1,2,1,1,1,2,2,2,1,2,1,4,4,1,1,1,1,2,2,1
590,"ARLINDO VARGAS","PTB","RS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,NA,NA,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,3,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,1,2,1,1,2,1,1,5
129,"ARMANDO ABILIO","PMDB","PB",2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,NA,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,NA,2,1,1,1,2,2,1,1,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,4
224,"ARMANDO COSTA","PMDB","MG",2,NA,NA,NA,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,NA,2,2,1,2,2,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,2,1,1,NA,2,1,1,1,1,1,NA,1,2,2,2,1,1,1,1,1,1,2,2,1,1,1,4,1,1,1,1,1,2,2,4
337,"ARNALDO FARIA DE SA","PPB","SP",2,1,1,1,2,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,2,2,NA,1,1,1,2,1,2,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,2,1,NA,2,1,1,1,2,2,2,2,1,1,2,1,1,3,2,1,2,2,4
517,"ARNALDO MADEIRA","PSDB","SP",2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,1,NA,1,NA,NA,1,2,1,1,2,2,1,3,2,2,1,NA,NA,2,1,NA,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,4
90,"ARNON BEZERRA","PSDB","CE",2,2,2,2,2,2,2,2,2,NA,1,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,1,NA,NA,1,2,2,1,2,NA,1,1,1,1,1,NA,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,2,1,1,2,2,1,1,2,2,NA,1,1,NA,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,4,1,2,1,1,4,1,1,2,1,4,4
288,"AROLDE DE OLIVEIRA","PFL","RJ",2,2,2,2,2,2,NA,NA,2,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,NA,2,1,2,2,2,1,2,2,2,4,4,4,1,1,2,1,4,2,1,1,4,4,1,4
183,"AROLDO CEDRAZ","PFL","BA",NA,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,NA,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,NA,2,2,1,NA,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,4,1,2,1,4,4
37,"ARTHUR VIRGILIO","PSDB","AM",2,2,2,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,1,1,NA,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4
338,"ARY KARA","PPB","SP",2,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,1,NA,NA,NA,NA,NA,1,1,1,2,2,2,2,1,NA,NA,2,2,2,NA,2,2,1,NA,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,2,2,1,1,2,2,1,NA,NA,NA,NA,NA,NA,2,NA,2,1,2,2,2,1,1,1,1,1,2,1,1,1,2,1,1,4,4,4,4,4,4,4
595,"ASDRUBAL BENTES","PMDB","PA",2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,1,1,2,NA,1,1,2,2,1,2,2,3,2,3,3,2,NA,1,1,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,NA,NA,2,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,1,NA,2,1,NA,1,2,NA,3,NA,NA,NA,2,1,2,2,2,1,1,1,2,1,2,1,4,4,4,4,4,2,1,4,4,4,4,4
626,"ASSIS CANUTO","PDT","RO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,2,NA,3,3,3,1,2,NA,1,1,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,"ATILA LINS","PFL","AM",2,NA,2,2,2,2,2,NA,2,1,2,2,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,2,1,2,NA,1,1,1,1,1,1,1,2,1,NA,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,NA,2,1,1,NA,2,1,1,1,NA,2,NA,1,2,2,2,1,2,NA,2,1,NA,2,NA,1,2,1,1,1,2,1,1,4,1,1,2,4,1,4
408,"AUGUSTO CARVALHO","PPS","DF",NA,NA,1,1,1,1,1,1,1,2,1,1,1,NA,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,NA,1,2,NA,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,2,1,NA,1,2,2,1,1,2,1,1,1,4,4,4,1,2,1,2,1,1,1,2,1,2,2,1
165,"AUGUSTO FARIAS","PFL","AL",2,2,2,2,NA,2,NA,2,2,1,2,2,1,1,1,1,NA,1,3,2,1,2,1,NA,1,1,2,2,1,2,2,2,2,NA,1,1,2,1,NA,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,2,NA,1,2,2,1,1,2,2,1,1,1,NA,2,NA,1,2,NA,2,1,2,1,1,1,1,1,1,1,2,1,4,4,4,4,4,4,4,4,4,4,4,4
489,"AUGUSTO NARDES","PPB","RS",1,1,1,2,2,1,1,1,1,1,1,1,1,1,NA,1,3,1,1,1,1,1,1,1,1,1,3,1,NA,NA,NA,NA,2,NA,1,1,3,1,1,2,1,2,1,NA,NA,1,1,1,NA,NA,NA,1,3,NA,2,NA,1,NA,NA,NA,NA,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,3,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,1,1,2,1,1,4
119,"AUGUSTO VIVEIROS","PFL","RN",2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,2,2,2,1,2,NA,1,1,3,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,2,1,1,1,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,2,2,1,2,2,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,1,2,4,1,5
339,"AYRES DA CUNHA","PFL","SP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,2,NA,2,NA,1,1,1,1,1,1,1,2,NA,NA,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4
548,"AYRTON XEREZ","PSDB","RJ",2,2,NA,NA,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,NA,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,NA,2,1,2,2,2,NA,2,2,2,1,2,1,1,1,2,1,4,2,1,1,2,1,1,5
111,"B  SA","PSDB","PI",2,NA,2,NA,2,2,NA,NA,2,1,1,2,2,2,2,2,1,2,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,NA,1,NA,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,4,4,4,4,4,2,1,1,2,1,1,4
416,"BARBOSA NETO","PMDB","GO",2,NA,NA,NA,NA,NA,2,2,2,1,NA,2,2,NA,NA,2,NA,2,NA,NA,NA,NA,2,2,NA,1,NA,NA,1,2,2,NA,NA,NA,1,1,1,1,NA,NA,NA,2,NA,NA,2,2,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,1,2,2,1,1,NA,NA,2,NA,1,2,NA,NA,1,2,NA,NA,NA,NA,NA,NA,1,2,1,4,4,4,4,1,4,4,1,4,4,4,4
443,"BASILIO VILLANI","PSDB","PR",2,2,NA,2,2,2,2,2,2,NA,1,2,2,2,NA,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,2,NA,1,NA,NA,NA,2,1,1,2,2,1,1,NA,2,1,1,1,2,2,1,1,NA,NA,2,1,2,2,NA,NA,2,2,2,1,2,1,4,1,4,4,4,2,1,1,4,4,1,5
166,"BENEDITO DE LIRA","PFL","AL",2,2,2,2,NA,2,2,2,2,1,2,2,2,2,2,3,2,2,3,3,1,2,3,3,3,1,2,3,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,NA,2,1,2,2,2,1,3,2,2,1,2,1,1,1,4,1,4,2,1,1,2,1,1,4
409,"BENEDITO DOMINGOS","PPB","DF",1,NA,1,2,NA,NA,NA,2,2,NA,1,2,2,2,2,NA,NA,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,NA,NA,2,1,1,2,1,1,NA,2,1,2,2,1,2,1,NA,NA,1,1,2,NA,NA,NA,1,1,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,NA,2,NA,1,2,2,2,2,2,NA,2,1,2,NA,2,1,2,1,1,1,4,4,1,4,4,1,4,1,1,4
21,"BENEDITO GUIMARAES","PPB","PA",2,2,NA,NA,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,2,NA,NA,3,NA,NA,2,1,1,2,2,1,1,2,2,1,1,1,NA,2,NA,1,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,4,4,2,1,1,4,4,4,4,4,4,4
184,"BENITO GAMA","PFL","BA",NA,NA,NA,NA,2,2,2,2,2,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,NA,1,2,1,1,1,NA,NA,NA,1,1,NA,2,NA,1,NA,NA,1,2,NA,NA,NA,NA,1,1,2,2,NA,NA,NA,2,2,1,1,2,2,2,1,2,2,NA,1,NA,NA,NA,1,2,1,1,1,4,1,1,2,1,1,4,1,1,4
120,"BETINHO ROSADO","PFL","RN",NA,NA,2,2,2,2,NA,NA,NA,NA,2,2,2,NA,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,1,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,1,2,NA,NA,NA,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,NA,1,2,1,4,1,4,4,1,2,1,4,4,4,1,4
225,"BONIFACIO DE ANDRADA","PSDB","MG",2,2,NA,NA,2,NA,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,NA,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,NA,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,4,4,4,4,1,2,1,1,4,1,1,4
174,"BOSCO FRANCA","PMN","SE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,1,1,2,1,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,2,2,NA,1,2,NA,1,1,1,NA,2,NA,1,NA,NA,1,2,2,2,NA,NA,NA,NA,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4
620,"CANDIDO MENDES","PSDB","RJ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
289,"CANDINHO MATTOS","PSDB","RJ",NA,NA,2,NA,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,NA,NA,1,1,1,NA,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,1,1,2,NA,2,1,2,2,2,1,1,2,2,1,2,1,1,1,2,1,1,4,4,4,4,4,1,4
52,"CARLOS AIRTON","PPB","AC",2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,NA,1,2,2,1,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,1,NA,1,2,2,1,1,2,1,1,1,1,2,1,1,1,2,1,4,2,1,1,2,1,4,4
121,"CARLOS ALBERTO","PSDB","RN",NA,NA,2,2,2,2,2,2,2,1,1,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,2,2,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
597,"CARLOS ALBERTO CAMPISTA","PFL","RJ",2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,NA,1,2,1,2,2,2,2,1,2,3,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,1,2,NA,1,2,2,NA,NA,NA,2,1,1,1,2,2,NA,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1,2,1,1,2,1,1,4
341,"CARLOS APOLINARIO","PMDB","SP",2,2,NA,NA,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,3,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,NA,1,2,2,2,NA,NA,NA,2,2,1,NA,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,1,4,4,4,4,4,4,4,4,4,4,4
490,"CARLOS CARDINAL","PDT","RS",1,1,1,NA,1,1,1,1,1,2,1,1,1,1,NA,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,2,2,2,NA,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,NA,1,2,1,NA,NA,NA,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,NA,1,2,2,1,1,2,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,2,4
175,"CARLOS MAGNO","PFL","SE",2,2,NA,NA,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,NA,1,2,2,2,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,NA,NA,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,2,2,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,4,2,1,1,2,1,1,4
226,"CARLOS MELLES","PFL","MG",2,2,2,2,2,NA,2,2,2,NA,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,1,1,2,2,NA,1,2,2,1,1,1,2,2,2,1,NA,NA,2,1,2,NA,NA,1,2,2,2,1,2,1,4,4,2,1,4,2,1,1,2,1,1,4
544,"CARLOS MENDES","PMDB","GO",2,2,2,2,NA,2,NA,2,NA,NA,NA,2,1,2,2,NA,NA,2,NA,NA,1,NA,2,2,2,1,2,2,1,NA,NA,1,2,NA,1,1,1,1,1,1,1,2,NA,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,1,1,2,2,1,1,1,2,NA,1,NA,2,NA,2,1,2,2,2,1,2,1,2,1,2,1,4,4,2,1,4,1,1,1,4,1,1,4
227,"CARLOS MOSCONI","PSDB","MG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,2,1,4,4,4,4,4,4,1,4
342,"CARLOS NELSON","PMDB","SP",2,2,NA,NA,2,2,2,2,2,1,2,2,2,2,3,NA,NA,NA,2,2,1,3,2,2,1,1,2,2,1,2,2,1,3,2,2,2,1,2,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,1,1,2,2,1,1,1,2,2,1,1,NA,NA,NA,NA,NA,2,2,1,2,2,2,1,2,1,4,4,4,4,1,2,1,1,2,3,1,4
290,"CARLOS SANTANA","PT","RJ",2,1,1,NA,NA,NA,1,1,1,2,NA,1,1,1,NA,NA,NA,NA,1,1,2,1,1,1,1,NA,1,1,2,2,1,2,1,2,2,2,1,2,1,NA,2,1,2,2,1,2,2,2,NA,NA,NA,2,2,2,NA,1,2,1,2,1,NA,2,1,2,2,2,2,1,1,2,2,2,1,1,1,2,1,NA,1,2,2,1,1,NA,1,1,1,2,2,2,1,2,1,2,1,1,1,1,1,2,5,4
167,"CECI CUNHA","PSDB","AL",2,2,NA,NA,2,2,1,2,2,1,1,2,1,2,NA,2,NA,2,2,NA,NA,NA,3,NA,NA,1,2,2,1,2,2,1,2,NA,1,1,1,1,NA,NA,NA,NA,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,2,NA,2,1,2,2,2,1,2,NA,NA,1,2,1,1,1,4,4,1,4,4,1,2,1,1,4
53,"CELIA MENDES","PPB","AC",2,1,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,NA,NA,NA,NA,1,1,1,1,1,1,3,1,1,2,NA,1,2,1,2,2,2,2,2,NA,NA,2,1,2,NA,2,2,2,2,3,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,1,1,2,2,2,1,2,1,2,1,NA,1,2,2,1,1,2,1,1,1,1,2,2,1,1,2,1,4,2,1,1,2,1,1,4
344,"CELSO RUSSOMANNO","PPB","SP",2,2,1,NA,2,2,2,2,2,1,2,2,2,NA,2,2,1,2,1,2,1,2,2,2,2,1,2,2,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,1,2,1,1,2,2,1,1,2,2,1,1,1,2,1,NA,2,NA,2,2,1,2,2,2,1,2,2,1,1,2,1,4,4,4,4,1,1,1,1,4,1,1,4
70,"CESAR BANDEIRA","PFL","MA",2,2,2,2,2,2,2,2,2,1,2,2,NA,NA,NA,2,1,2,2,2,1,2,NA,2,2,1,2,2,1,2,2,1,2,NA,1,1,NA,1,NA,NA,1,NA,1,1,2,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,2,NA,1,2,2,NA,NA,2,2,1,1,1,NA,NA,2,1,2,2,2,1,NA,2,2,1,2,2,2,1,2,1,4,1,4,1,1,2,1,1,2,1,1,4
54,"CHICAO BRIGIDO","PMDB","AC",2,1,2,2,2,2,2,2,2,1,1,NA,NA,NA,2,2,1,2,2,2,NA,2,2,2,2,NA,NA,NA,1,2,2,1,2,NA,1,1,1,1,1,1,1,2,1,1,NA,1,1,1,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,1,2,1,1,2,2,1,NA,2,2,1,1,1,2,1,1,1,2,NA,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,4,2,1,1,2,4,1,4
